500000 4000
44162 5587 120 7916
44163 0 0 0
44164 64546 125 327676
44165 16657 133 131596
44166 31246 168 44167
44167 31246 169 44168
44168 31246 170 44169
44169 31246 171 4303
44170 34166 177 234844
44171 0 0 0
44172 14212 29 44173
44173 14212 30 44174
44174 14212 31 44175
44175 14212 32 357286
44176 6417 156 160310
44177 0 0 0
44178 3712 74 160910
44179 0 0 0
44180 0 0 0
44181 27607 74 402030
44182 62206 54 44183
44183 62206 55 227710
44184 3411 17 350710
44185 3712 56 240536
44186 5743 107 44187
44187 5743 108 44188
44188 5743 109 44189
44189 5743 110 44190
44190 5743 111 44191
44191 5743 112 181195
44192 15440 54 167930
44193 0 0 0
44194 62377 38 312708
44195 0 0 0
44196 983 73 288068
44197 39926 113 360971
44198 61311 44 361192
44199 983 128 59458
44200 14308 40 461510
44201 0 0 0
44202 43826 25 380100
44203 25379 84 44204
44204 25379 85 44205
44205 25379 86 114915
44206 54884 151 55759
44207 0 0 0
44208 11890 68 18136
44209 14528 23 44210
44210 14528 24 44211
44211 14528 25 365892
44212 24330 28 366946
44213 58281 75 320891
44214 55632 114 44215
44215 55632 115 44216
44216 55632 116 44217
44217 55632 117 40604
44218 33208 90 278556
44219 0 0 0
44220 10440 180 333056
44221 2641 96 44222
44222 2641 97 44223
44223 2641 98 44224
44224 2641 99 44225
44225 2641 100 44226
44226 2641 101 44227
44227 2641 102 44228
44228 2641 103 239574
44229 3125 5 196020
44230 0 0 0
44231 28103 15 150567
44232 0 0 0
44233 0 0 0
44234 48666 155 365941
44235 10849 58 44236
44236 10849 59 44237
44237 10849 60 120845
44238 22723 56 407113
44239 56658 142 95165
44240 31246 37 44241
44241 31246 38 44242
44242 31246 39 44243
44243 31246 40 44244
44244 31246 41 44245
44245 31246 42 174938
44246 17764 142 44247
44247 17764 143 44248
44248 17764 144 44249
44249 17764 145 44250
44250 17764 146 44251
44251 17764 147 44252
44252 17764 148 44253
44253 17764 149 44254
44254 17764 150 44255
44255 17764 151 44256
44256 17764 152 44257
44257 17764 153 44258
44258 17764 154 44259
44259 17764 155 31498
44260 25002 64 94638
44261 24653 15 28786
44262 57036 54 206723
44263 2695 72 44264
44264 2695 73 44265
44265 2695 74 431272
44266 51890 37 498454
44267 0 0 0
44268 63876 58 44269
44269 63876 59 44270
44270 63876 60 466984
44271 44946 123 36403
44272 30689 34 44273
44273 30689 35 44274
44274 30689 36 44275
44275 30689 37 122935
44276 55693 86 319255
44277 12241 207 404883
44278 0 0 0
44279 6417 111 213885
44280 0 0 0
44281 62914 38 203120
44282 34582 70 431686
44283 0 0 0
44284 17749 34 61720
44285 21667 29 177077
44286 20699 23 188830
44287 0 0 0
44288 45855 119 44289
44289 45855 120 44290
44290 45855 121 44291
44291 45855 122 44292
44292 45855 123 26864
44293 36804 32 180849
44294 4449 74 297403
44295 0 0 0
44296 45167 124 305853
44297 0 0 0
44298 27568 67 44299
44299 27568 68 44300
44300 27568 69 44301
44301 27568 70 189823
44302 36767 95 452480
44303 29984 9 44304
44304 29984 10 44305
44305 29984 11 425476
44306 62940 19 399975
44307 37913 80 246889
44308 37096 52 175273
44309 62166 19 430272
44310 0 0 0
44311 63680 71 267198
44312 30480 35 121504
44313 0 0 0
44314 1858 49 44315
44315 1858 50 44316
44316 1858 51 44317
44317 1858 52 44318
44318 1858 53 44319
44319 1858 54 44320
44320 1858 55 44321
44321 1858 56 44322
44322 1858 57 44323
44323 1858 58 44324
44324 1858 59 44325
44325 1858 60 44326
44326 1858 61 44327
44327 1858 62 44328
44328 1858 63 44329
44329 1858 64 1
44330 31711 59 356934
44331 0 0 0
44332 63701 37 44333
44333 63701 38 44334
44334 63701 39 44335
44335 63701 40 347687
44336 43320 21 480895
44337 0 0 0
44338 33763 160 90684
44339 0 0 0
44340 7945 15 124756
44341 36897 34 199587
44342 17184 94 98034
44343 53475 10 44344
44344 53475 11 44345
44345 53475 12 44346
44346 53475 13 44347
44347 53475 14 44348
44348 53475 15 44349
44349 53475 16 85411
44350 10602 112 137624
44351 0 0 0
44352 0 0 0
44353 3960 36 188878
44354 41271 177 171310
44355 0 0 0
44356 26794 85 44357
44357 26794 86 44358
44358 26794 87 44359
44359 26794 88 44360
44360 26794 89 44361
44361 26794 90 196989
44362 50312 171 290556
44363 0 0 0
44364 50312 136 96122
44365 14375 23 358834
44366 36804 122 949
44367 0 0 0
44368 0 0 0
44369 0 0 0
44370 0 0 0
44371 35640 54 309415
44372 64387 28 44373
44373 64387 29 44374
44374 64387 30 44375
44375 64387 31 44376
44376 64387 32 36651
44377 9006 8 90590
44378 0 0 0
44379 0 0 0
44380 5587 94 64724
44381 0 0 0
44382 42316 20 121270
44383 0 0 0
44384 38801 86 448512
44385 0 0 0
44386 58281 28 30084
44387 0 0 0
44388 0 0 0
44389 0 0 0
44390 63056 22 311736
44391 7999 49 44392
44392 7999 50 44393
44393 7999 51 44394
44394 7999 52 52372
44395 29346 142 195130
44396 39043 26 335231
44397 0 0 0
44398 0 0 0
44399 49734 84 494236
44400 37450 141 1
44401 0 0 0
44402 0 0 0
44403 0 0 0
44404 52859 47 296768
44405 38158 20 115621
44406 37977 13 47906
44407 0 0 0
44408 22828 76 185441
44409 0 0 0
44410 520 93 1464
44411 12606 78 44412
44412 12606 79 44413
44413 12606 80 54049
44414 58317 112 44415
44415 58317 113 44416
44416 58317 114 44417
44417 58317 115 44418
44418 58317 116 44419
44419 58317 117 44420
44420 58317 118 44421
44421 58317 119 44422
44422 58317 120 44423
44423 58317 121 44424
44424 58317 122 44425
44425 58317 123 44426
44426 58317 124 44427
44427 58317 125 44428
44428 58317 126 44429
44429 58317 127 423662
44430 54831 176 499798
44431 65367 127 44432
44432 65367 128 44433
44433 65367 129 44434
44434 65367 130 44435
44435 65367 131 189534
44436 4792 9 156747
44437 43400 4 44438
44438 43400 5 44439
44439 43400 6 135845
44440 59694 138 63429
44441 0 0 0
44442 50623 11 351264
44443 0 0 0
44444 40100 88 447620
44445 0 0 0
44446 382 156 44447
44447 382 157 44448
44448 382 158 44449
44449 382 159 44450
44450 382 160 44451
44451 382 161 44452
44452 382 162 44453
44453 382 163 44454
44454 382 164 44455
44455 382 165 44456
44456 382 166 44457
44457 382 167 44458
44458 382 168 44459
44459 382 169 44460
44460 382 170 44461
44461 382 171 44462
44462 382 172 44463
44463 382 173 44464
44464 382 174 44465
44465 382 175 120026
44466 60771 44 38304
44467 51958 3 44468
44468 51958 4 44469
44469 51958 5 386939
44470 54102 157 200434
44471 42994 3 290942
44472 2125 78 490220
44473 63861 9 95728
44474 35552 3 271598
44475 0 0 0
44476 47800 28 459130
44477 60102 48 36208
44478 0 0 0
44479 35084 26 341032
44480 39410 3 411184
44481 50731 56 89154
44482 6730 36 427416
44483 58769 36 41818
44484 47008 103 499654
44485 0 0 0
44486 48970 166 491866
44487 0 0 0
44488 60156 165 44489
44489 60156 166 44490
44490 60156 167 44491
44491 60156 168 142636
44492 58345 59 44493
44493 58345 60 44494
44494 58345 61 44495
44495 58345 62 44496
44496 58345 63 44497
44497 58345 64 335786
44498 35640 114 165753
44499 0 0 0
44500 65206 51 242229
44501 10661 28 161056
44502 36114 22 418184
44503 0 0 0
44504 57689 28 421601
44505 0 0 0
44506 47917 25 195979
44507 0 0 0
44508 30126 162 497087
44509 6795 110 443290
44510 38282 38 214590
44511 0 0 0
44512 59315 22 44513
44513 59315 23 44514
44514 59315 24 44515
44515 59315 25 293934
44516 7476 135 177351
44517 0 0 0
44518 34819 84 167908
44519 42711 75 50562
44520 53278 71 285946
44521 0 0 0
44522 0 0 0
44523 0 0 0
44524 10530 127 364826
44525 40100 58 8367
44526 0 0 0
44527 0 0 0
44528 28326 206 390853
44529 0 0 0
44530 0 0 0
44531 6417 82 32940
44532 47850 37 44533
44533 47850 38 114864
44534 18819 65 209148
44535 0 0 0
44536 6607 52 15794
44537 0 0 0
44538 0 0 0
44539 0 0 0
44540 58469 8 421948
44541 0 0 0
44542 60359 40 44543
44543 60359 41 44544
44544 60359 42 44545
44545 60359 43 44546
44546 60359 44 44547
44547 60359 45 44548
44548 60359 46 44549
44549 60359 47 44550
44550 60359 48 44551
44551 60359 49 44552
44552 60359 50 44553
44553 60359 51 44554
44554 60359 52 44555
44555 60359 53 44556
44556 60359 54 44557
44557 60359 55 44558
44558 60359 56 44559
44559 60359 57 44560
44560 60359 58 44561
44561 60359 59 44562
44562 60359 60 44563
44563 60359 61 44564
44564 60359 62 44565
44565 60359 63 44566
44566 60359 64 44567
44567 60359 65 44568
44568 60359 66 44569
44569 60359 67 44570
44570 60359 68 44571
44571 60359 69 44572
44572 60359 70 44573
44573 60359 71 44574
44574 60359 72 44575
44575 60359 73 44576
44576 60359 74 44577
44577 60359 75 44578
44578 60359 76 44579
44579 60359 77 44580
44580 60359 78 44581
44581 60359 79 44582
44582 60359 80 44583
44583 60359 81 44584
44584 60359 82 44585
44585 60359 83 44586
44586 60359 84 44587
44587 60359 85 44588
44588 60359 86 44589
44589 60359 87 44590
44590 60359 88 44591
44591 60359 89 44592
44592 60359 90 44593
44593 60359 91 44594
44594 60359 92 44595
44595 60359 93 44596
44596 60359 94 44597
44597 60359 95 44598
44598 60359 96 44599
44599 60359 97 44600
44600 60359 98 44601
44601 60359 99 44602
44602 60359 100 44603
44603 60359 101 44604
44604 60359 102 44605
44605 60359 103 44606
44606 60359 104 44607
44607 60359 105 44608
44608 60359 106 44609
44609 60359 107 44610
44610 60359 108 44611
44611 60359 109 44612
44612 60359 110 44613
44613 60359 111 44614
44614 60359 112 44615
44615 60359 113 44616
44616 60359 114 44617
44617 60359 115 44618
44618 60359 116 44619
44619 60359 117 44620
44620 60359 118 44621
44621 60359 119 44622
44622 60359 120 19710
44623 7910 100 110512
44624 0 0 0
44625 383 165 44626
44626 383 166 44627
44627 383 167 44628
44628 383 168 44629
44629 383 169 1
44630 1511 49 455936
44631 0 0 0
44632 43840 137 426950
44633 0 0 0
44634 56478 108 33589
44635 0 0 0
44636 42316 11 440752
44637 11998 67 403728
44638 14128 44 205448
44639 22438 26 425779
44640 62575 164 129112
44641 46659 58 479064
44642 25236 24 420812
44643 0 0 0
44644 48685 78 426262
44645 43728 16 108474
44646 0 0 0
44647 0 0 0
44648 31256 91 278494
44649 0 0 0
44650 26562 2 434222
44651 0 0 0
44652 0 0 0
44653 54460 21 197045
44654 62320 61 433554
44655 17087 87 469093
44656 58345 85 44657
44657 58345 86 44658
44658 58345 87 44659
44659 58345 88 44660
44660 58345 89 44661
44661 58345 90 44662
44662 58345 91 44663
44663 58345 92 392615
44664 5959 5 170104
44665 0 0 0
44666 54522 18 44667
44667 54522 19 44668
44668 54522 20 44669
44669 54522 21 44670
44670 54522 22 44671
44671 54522 23 44672
44672 54522 24 44673
44673 54522 25 26602
44674 38282 119 76041
44675 0 0 0
44676 0 0 0
44677 0 0 0
44678 17730 17 106565
44679 0 0 0
44680 25523 56 64302
44681 0 0 0
44682 47127 7 311726
44683 0 0 0
44684 38244 45 308876
44685 3463 53 306846
44686 0 0 0
44687 63585 37 445997
44688 55789 7 141526
44689 0 0 0
44690 55236 23 298778
44691 22148 45 205546
44692 2015 87 44693
44693 2015 88 142042
44694 37096 84 392817
44695 0 0 0
44696 50913 105 259694
44697 0 0 0
44698 50541 20 445712
44699 0 0 0
44700 46709 139 337306
44701 63176 94 471014
44702 34548 134 349286
44703 1563 90 214813
44704 0 0 0
44705 7275 66 25111
44706 48983 47 322832
44707 0 0 0
44708 21534 108 474153
44709 22 19 44710
44710 22 20 44711
44711 22 21 44712
44712 22 22 44713
44713 22 23 44714
44714 22 24 44715
44715 22 25 44716
44716 22 26 44717
44717 22 27 44718
44718 22 28 44719
44719 22 29 324028
44720 64366 21 182063
44721 0 0 0
44722 40621 123 44723
44723 40621 124 17008
44724 31711 58 44330
44725 65088 180 337316
44726 57642 54 9693
44727 0 0 0
44728 60772 6 44729
44729 60772 7 44730
44730 60772 8 44731
44731 60772 9 44732
44732 60772 10 44733
44733 60772 11 148012
44734 30528 160 67148
44735 0 0 0
44736 40488 16 267440
44737 11998 103 54826
44738 61013 94 462421
44739 0 0 0
44740 0 0 0
44741 12241 203 233325
44742 30099 64 191134
44743 0 0 0
44744 12498 33 44745
44745 12498 34 44746
44746 12498 35 44747
44747 12498 36 44748
44748 12498 37 44749
44749 12498 38 44750
44750 12498 39 44751
44751 12498 40 44752
44752 12498 41 44753
44753 12498 42 6170
44754 1559 176 44755
44755 1559 177 44756
44756 1559 178 44757
44757 1559 179 44758
44758 1559 180 44759
44759 1559 181 44760
44760 1559 182 44761
44761 1559 183 44762
44762 1559 184 44763
44763 1559 185 44764
44764 1559 186 44765
44765 1559 187 44766
44766 1559 188 44767
44767 1559 189 44768
44768 1559 190 44769
44769 1559 191 44770
44770 1559 192 44771
44771 1559 193 44772
44772 1559 194 44773
44773 1559 195 44774
44774 1559 196 44775
44775 1559 197 44776
44776 1559 198 44777
44777 1559 199 14472
44778 63897 13 224546
44779 0 0 0
44780 8724 157 44781
44781 8724 158 44782
44782 8724 159 44783
44783 8724 160 44784
44784 8724 161 44785
44785 8724 162 44786
44786 8724 163 44787
44787 8724 164 44788
44788 8724 165 44789
44789 8724 166 44790
44790 8724 167 44791
44791 8724 168 44792
44792 8724 169 44793
44793 8724 170 473387
44794 8015 26 253060
44795 0 0 0
44796 40065 34 259603
44797 0 0 0
44798 64340 32 450364
44799 0 0 0
44800 53736 101 44801
44801 53736 102 44802
44802 53736 103 44803
44803 53736 104 44804
44804 53736 105 44805
44805 53736 106 44806
44806 53736 107 44807
44807 53736 108 43824
44808 30829 168 148258
44809 0 0 0
44810 0 0 0
44811 27607 170 115269
44812 30829 28 498767
44813 0 0 0
44814 52859 37 97802
44815 0 0 0
44816 0 0 0
44817 27607 77 359518
44818 22329 1 44819
44819 22329 2 44820
44820 22329 3 44821
44821 22329 4 44822
44822 22329 5 44823
44823 22329 6 44824
44824 22329 7 44825
44825 22329 8 44826
44826 22329 9 44827
44827 22329 10 44828
44828 22329 11 44829
44829 22329 12 44830
44830 22329 13 44831
44831 22329 14 173538
44832 7672 15 109916
44833 0 0 0
44834 298 44 44835
44835 298 45 44836
44836 298 46 44837
44837 298 47 44838
44838 298 48 44839
44839 298 49 44840
44840 298 50 44841
44841 298 51 44842
44842 298 52 44843
44843 298 53 44844
44844 298 54 44845
44845 298 55 44846
44846 298 56 44847
44847 298 57 44848
44848 298 58 44849
44849 298 59 44850
44850 298 60 44851
44851 298 61 44852
44852 298 62 44853
44853 298 63 467966
44854 35515 205 208608
44855 37301 48 383124
44856 2078 118 96552
44857 0 0 0
44858 0 0 0
44859 2078 96 64706
44860 0 0 0
44861 0 0 0
44862 61964 1 86306
44863 17032 12 44864
44864 17032 13 44865
44865 17032 14 150447
44866 30031 26 85078
44867 38931 177 118670
44868 19028 87 44869
44869 19028 88 44870
44870 19028 89 44871
44871 19028 90 264574
44872 33208 6 219742
44873 0 0 0
44874 41102 134 122108
44875 0 0 0
44876 63701 9 44877
44877 63701 10 194694
44878 41360 48 220110
44879 38848 65 212245
44880 57642 93 478633
44881 0 0 0
44882 0 0 0
44883 60670 44 317278
44884 0 0 0
44885 0 0 0
44886 29828 164 72996
44887 0 0 0
44888 0 0 0
44889 0 0 0
44890 520 117 145424
44891 0 0 0
44892 47990 177 63640
44893 0 0 0
44894 37335 66 336158
44895 51298 26 33908
44896 0 0 0
44897 13526 10 308236
44898 0 0 0
44899 25261 175 66024
44900 0 0 0
44901 61796 95 182648
44902 56474 124 53638
44903 0 0 0
44904 44135 37 417436
44905 0 0 0
44906 12005 50 71403
44907 0 0 0
44908 8844 8 43136
44909 22282 170 158810
44910 46345 86 44911
44911 46345 87 44912
44912 46345 88 44913
44913 46345 89 44914
44914 46345 90 44915
44915 46345 91 44916
44916 46345 92 44917
44917 46345 93 234666
44918 23139 27 386450
44919 0 0 0
44920 57955 45 54482
44921 0 0 0
44922 10214 37 413864
44923 0 0 0
44924 17184 17 259726
44925 0 0 0
44926 54057 123 349069
44927 10440 35 180092
44928 50787 17 44929
44929 50787 18 44930
44930 50787 19 44931
44931 50787 20 44932
44932 50787 21 44933
44933 50787 22 44934
44934 50787 23 44935
44935 50787 24 354878
44936 632 164 342296
44937 0 0 0
44938 10403 47 338804
44939 0 0 0
44940 50270 102 418660
44941 0 0 0
44942 22660 87 1
44943 0 0 0
44944 15179 79 118408
44945 0 0 0
44946 44953 105 416232
44947 0 0 0
44948 0 0 0
44949 42254 15 44950
44950 42254 16 44951
44951 42254 17 1
44952 26601 45 92773
44953 23574 57 274888
44954 25803 114 44955
44955 25803 115 1
44956 63068 163 191873
44957 59636 39 435654
44958 22080 18 293256
44959 0 0 0
44960 52916 18 329926
44961 0 0 0
44962 37656 8 234228
44963 0 0 0
44964 46458 115 182333
44965 0 0 0
44966 0 0 0
44967 43302 25 499571
44968 2282 3 44969
44969 2282 4 44970
44970 2282 5 31037
44971 10117 116 341606
44972 33045 127 478690
44973 0 0 0
44974 0 0 0
44975 60515 144 328383
44976 47271 55 279784
44977 0 0 0
44978 14851 2 66762
44979 0 0 0
44980 56658 182 261367
44981 15884 29 291513
44982 65209 77 384594
44983 21024 130 372155
44984 42394 122 44985
44985 42394 123 456955
44986 61539 52 263513
44987 0 0 0
44988 50779 167 47144
44989 0 0 0
44990 32090 96 269830
44991 44850 26 44992
44992 44850 27 44993
44993 44850 28 44994
44994 44850 29 44995
44995 44850 30 394908
44996 7300 15 212158
44997 0 0 0
44998 59311 16 108395
44999 3964 24 165470
45000 45964 158 405601
45001 42473 71 45002
45002 42473 72 45003
45003 42473 73 45004
45004 42473 74 45005
45005 42473 75 234108
45006 21336 17 343801
45007 0 0 0
45008 50174 43 45009
45009 50174 44 45010
45010 50174 45 45011
45011 50174 46 45012
45012 50174 47 45013
45013 50174 48 64276
45014 32049 120 482251
45015 28954 42 45016
45016 28954 43 45017
45017 28954 44 196342
45018 38078 152 453672
45019 0 0 0
45020 25544 62 307283
45021 0 0 0
45022 4083 80 66487
45023 8569 10 478110
45024 0 0 0
45025 49097 96 348489
45026 0 0 0
45027 38209 31 432848
45028 19079 95 465570
45029 0 0 0
45030 0 0 0
45031 0 0 0
45032 47990 115 297965
45033 0 0 0
45034 34131 57 45035
45035 34131 58 45036
45036 34131 59 45037
45037 34131 60 45038
45038 34131 61 45039
45039 34131 62 45040
45040 34131 63 210439
45041 12134 1 45042
45042 12134 2 45043
45043 12134 3 45044
45044 12134 4 45045
45045 12134 5 45046
45046 12134 6 45047
45047 12134 7 45048
45048 12134 8 45049
45049 12134 9 45050
45050 12134 10 45051
45051 12134 11 45052
45052 12134 12 45053
45053 12134 13 45054
45054 12134 14 45055
45055 12134 15 45056
45056 12134 16 45057
45057 12134 17 45058
45058 12134 18 45059
45059 12134 19 45060
45060 12134 20 45061
45061 12134 21 1
45062 0 0 0
45063 0 0 0
45064 50344 55 45065
45065 50344 56 45066
45066 50344 57 45067
45067 50344 58 45068
45068 50344 59 45069
45069 50344 60 45070
45070 50344 61 45071
45071 50344 62 45072
45072 50344 63 45073
45073 50344 64 45074
45074 50344 65 45075
45075 50344 66 45076
45076 50344 67 45077
45077 50344 68 84831
45078 8624 37 133820
45079 0 0 0
45080 53641 74 6409
45081 0 0 0
45082 20660 92 244098
45083 0 0 0
45084 1479 14 398394
45085 0 0 0
45086 54831 180 294346
45087 0 0 0
45088 10348 139 122783
45089 26753 78 45090
45090 26753 79 45091
45091 26753 80 51916
45092 39738 164 299004
45093 49706 34 451160
45094 60156 67 45095
45095 60156 68 45096
45096 60156 69 45097
45097 60156 70 45098
45098 60156 71 45099
45099 60156 72 333342
45100 58281 116 146898
45101 0 0 0
45102 16896 41 45103
45103 16896 42 45104
45104 16896 43 45105
45105 16896 44 45106
45106 16896 45 45107
45107 16896 46 45108
45108 16896 47 46408
45109 45970 6 11237
45110 0 0 0
45111 0 0 0
45112 0 0 0
45113 55958 29 74932
45114 1392 92 441690
45115 36554 64 328230
45116 24599 20 45117
45117 24599 21 45118
45118 24599 22 45119
45119 24599 23 45120
45120 24599 24 45121
45121 24599 25 45122
45122 24599 26 45123
45123 24599 27 306837
45124 11890 25 174914
45125 0 0 0
45126 15686 170 201607
45127 0 0 0
45128 20655 134 477204
45129 63585 9 122736
45130 0 0 0
45131 1636 70 45132
45132 1636 71 45133
45133 1636 72 45134
45134 1636 73 45135
45135 1636 74 45136
45136 1636 75 45137
45137 1636 76 45138
45138 1636 77 45139
45139 1636 78 45140
45140 1636 79 45141
45141 1636 80 45142
45142 1636 81 45143
45143 1636 82 45144
45144 1636 83 45145
45145 1636 84 342040
45146 65346 46 483600
45147 42670 20 426339
45148 0 0 0
45149 42376 10 204567
